ISO,Metric,Scenario,Period,Value_Low,Value_Median,Value_High
BFA,tas_JJA,ssp2-45,Midcentury 2040-2059,83.2248597312363,84.0194480470816,85.1886972173853
BFA,tas_JJA,ssp2-45,End of century 2080-2099,84.3966931138834,85.6181230064172,87.2191673085198
BGD,tas_JJA,ssp2-45,Historical 1986-2005,83.105377422161,83.6728391659085,84.0975678222264
BGD,tas_JJA,ssp2-45,Next decades 2020-2039,83.2923919705826,84.4031572201641,85.0897271113517
BGD,tas_JJA,ssp2-45,Midcentury 2040-2059,83.7597912751706,85.2313233303082,86.0328774704481
BGD,tas_JJA,ssp2-45,End of century 2080-2099,84.9694431601164,86.4589148476279,87.5917389509632
BGR,tas_JJA,ssp2-45,Historical 1986-2005,69.0787966353883,69.9485926593829,70.2667318019346
BGR,tas_JJA,ssp2-45,Next decades 2020-2039,72.2404520065297,73.2499917103241,74.1197918143395
BGR,tas_JJA,ssp2-45,Midcentury 2040-2059,73.0970547659668,74.6157181406716,75.6788676479031
BGR,tas_JJA,ssp2-45,End of century 2080-2099,74.0721957491915,76.3962957565181,78.3080718204788
BHR,tas_JJA,ssp2-45,Historical 1986-2005,90.6250387275395,90.9974162798485,91.3129540718386
BHR,tas_JJA,ssp2-45,Next decades 2020-2039,92.5419981470754,93.247834831298,94.0383095088501
BHR,tas_JJA,ssp2-45,Midcentury 2040-2059,93.3292350316742,94.2232514305312,95.5464598670014
BHR,tas_JJA,ssp2-45,End of century 2080-2099,94.0505591125858,95.6021838703762,97.6991211872713
BHS,tas_JJA,ssp2-45,Historical 1986-2005,80.5760285710814,81.0429693873217,81.1891257785331
BHS,tas_JJA,ssp2-45,Next decades 2020-2039,82.1889113481969,82.4218000735666,82.8526476915659
BHS,tas_JJA,ssp2-45,Midcentury 2040-2059,82.6767940036387,83.0380996140795,83.5409291976322
BHS,tas_JJA,ssp2-45,End of century 2080-2099,83.2303560102608,83.9039226936951,84.9869424112994
BIH,tas_JJA,ssp2-45,Historical 1986-2005,66.0824169641196,66.6105183373795,67.3133778460628
BIH,tas_JJA,ssp2-45,Next decades 2020-2039,69.3219258535772,69.9541852471942,70.9081743742473
BIH,tas_JJA,ssp2-45,Midcentury 2040-2059,69.492657656184,71.3609512323277,73.3147903696233
BIH,tas_JJA,ssp2-45,End of century 2080-2099,70.4814194358977,72.9218116775225,75.1716113992493
BLM,tas_JJA,ssp2-45,Historical 1986-2005,79.8869873046874,80.4368530273436,80.6962402343749
BLM,tas_JJA,ssp2-45,Next decades 2020-2039,81.3833142093003,81.8459747314452,82.1932006410948
BLM,tas_JJA,ssp2-45,Midcentury 2040-2059,81.689743045224,82.2978838520664,82.8120422139326
BLM,tas_JJA,ssp2-45,End of century 2080-2099,82.2670715339707,83.0482856445311,84.3735472895902
BLR,tas_JJA,ssp2-45,Historical 1986-2005,61.4109181807955,62.2731658856299,63.3183041855931
BLR,tas_JJA,ssp2-45,Next decades 2020-2039,63.6281002436932,65.4258560096715,67.0322694463209
BLR,tas_JJA,ssp2-45,Midcentury 2040-2059,64.2760884596152,66.4219467047108,68.4846719206188
BLR,tas_JJA,ssp2-45,End of century 2080-2099,65.311850073384,67.8707442390817,70.6469236589661
BLZ,tas_JJA,ssp2-45,Historical 1986-2005,80.5762224034711,81.0160594574307,81.149439286887
BLZ,tas_JJA,ssp2-45,Next decades 2020-2039,82.0279753098708,82.7096361669167,83.2786731586651
BLZ,tas_JJA,ssp2-45,Midcentury 2040-2059,82.5894954214912,83.3155562340184,84.2142281314801
BLZ,tas_JJA,ssp2-45,End of century 2080-2099,82.986180485509,84.5435271203963,86.0487878222435
BMU,tas_JJA,ssp2-45,Historical 1986-2005,76.7405891135463,77.04937492327,77.5069592544931
BMU,tas_JJA,ssp2-45,Next decades 2020-2039,78.2939415858243,78.6834582743735,79.3089723976678
BMU,tas_JJA,ssp2-45,Midcentury 2040-2059,78.4738834774589,79.5619284395747,80.1800817087889
BMU,tas_JJA,ssp2-45,End of century 2080-2099,78.962279189332,80.4915857567699,81.4229214158109
BOL,tas_JJA,ssp2-45,Historical 1986-2005,57.8476137275525,58.100040878343,58.634363076459
BOL,tas_JJA,ssp2-45,Next decades 2020-2039,59.7209668672458,60.1085402400092,60.8322384820873
BOL,tas_JJA,ssp2-45,Midcentury 2040-2059,60.2449133433031,61.3313393375856,62.2398624631462
BOL,tas_JJA,ssp2-45,End of century 2080-2099,61.0494797458823,62.6088120865494,63.7440997643913
BRA,tas_JJA,ssp2-45,Historical 1986-2005,73.5157160790309,73.7902591939064,74.1021710965711
BRA,tas_JJA,ssp2-45,Next decades 2020-2039,75.0625448772511,75.2839174121652,75.8575140769159
BRA,tas_JJA,ssp2-45,Midcentury 2040-2059,75.5726568768812,76.1498143075191,76.8876554342914
BRA,tas_JJA,ssp2-45,End of century 2080-2099,76.334625190264,77.3922235981303,78.4066714158049
BRB,tas_JJA,ssp2-45,Historical 1986-2005,79.70976179653,80.0919924239298,80.3811437274047
BRB,tas_JJA,ssp2-45,Next decades 2020-2039,81.1571308158954,81.4353344721339,81.8301074946763
BRB,tas_JJA,ssp2-45,Midcentury 2040-2059,81.591654399175,81.9187733311606,82.551558030323
BRB,tas_JJA,ssp2-45,End of century 2080-2099,82.1228011058887,82.7539714938569,83.9414255820027
BRN,tas_JJA,ssp2-45,Historical 1986-2005,80.0143415301582,80.2606238356008,80.5429897924277
BRN,tas_JJA,ssp2-45,Next decades 2020-2039,81.2695280427703,81.5404129775019,81.8613532965603
BRN,tas_JJA,ssp2-45,Midcentury 2040-2059,81.7072021745452,82.1369168890943,82.742943310493
BRN,tas_JJA,ssp2-45,End of century 2080-2099,82.353021719899,83.0886114537191,84.5113915934611
BTN,tas_JJA,ssp2-45,Historical 1986-2005,63.5081060562224,63.9159401440107,64.2105705760063
BTN,tas_JJA,ssp2-45,Next decades 2020-2039,64.8345831764721,65.1668138128489,65.7208076888818
BTN,tas_JJA,ssp2-45,Midcentury 2040-2059,65.5740255538099,65.9751693173308,66.9874038825146
BTN,tas_JJA,ssp2-45,End of century 2080-2099,66.3411152454025,67.1427023032781,68.1407684230833
BWA,tas_JJA,ssp2-45,Historical 1986-2005,59.1938581169912,59.9833273563683,60.4108502749854
BWA,tas_JJA,ssp2-45,Next decades 2020-2039,60.7676896616358,61.441021987902,62.3128247314111
BWA,tas_JJA,ssp2-45,Midcentury 2040-2059,61.5400946472003,62.7452302499263,63.7441572580082
BWA,tas_JJA,ssp2-45,End of century 2080-2099,62.8986064977085,64.0553459194679,65.8251507675742
CAF,tas_JJA,ssp2-45,Historical 1986-2005,76.6306723754985,76.8349016497435,77.0809594311814
CAF,tas_JJA,ssp2-45,Next decades 2020-2039,77.8091977113778,78.1034092092838,78.5279510577965
CAF,tas_JJA,ssp2-45,Midcentury 2040-2059,78.4722308580848,78.9497822405633,79.5265508514164
CAF,tas_JJA,ssp2-45,End of century 2080-2099,79.2447167692637,80.0440689196061,81.1987127472004
CAN,tas_JJA,ssp2-45,Historical 1986-2005,59.0318923927221,59.6862713012411,60.2656012999072
CAN,tas_JJA,ssp2-45,Next decades 2020-2039,61.3581718021624,62.1592207385162,62.9269724666676
CAN,tas_JJA,ssp2-45,Midcentury 2040-2059,62.3579041215814,63.4100725151315,64.5227200342083
CAN,tas_JJA,ssp2-45,End of century 2080-2099,63.1331463169731,65.1009819782541,66.6455450332925
CHE,tas_JJA,ssp2-45,Historical 1986-2005,59.507579765079,60.0570747602773,60.8171520993933
CHE,tas_JJA,ssp2-45,Next decades 2020-2039,61.9061243542801,62.7734850370631,63.7120538289078
CHE,tas_JJA,ssp2-45,Midcentury 2040-2059,62.8635716628514,64.1581329692324,65.6007757787737
CHE,tas_JJA,ssp2-45,End of century 2080-2099,63.197569991999,65.7300362702241,67.1565359649456
CHL,tas_JJA,ssp2-45,Historical 1986-2005,45.2526540317718,45.7391355141088,46.0264766989507
CHL,tas_JJA,ssp2-45,Next decades 2020-2039,46.4832255443777,46.8300303798686,47.19686446526
CHL,tas_JJA,ssp2-45,Midcentury 2040-2059,47.0042504793007,47.5253360707848,48.4248498083176
CHL,tas_JJA,ssp2-45,End of century 2080-2099,47.5448598060737,48.3266214512878,49.7811359363002
CHN,tas_JJA,ssp2-45,Historical 1986-2005,75.0710329663164,75.3810954694209,75.773683093174
