STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,duration,Duration,c_dest,Country of destination,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,NO,Norway,2024,,590174,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PL,Poland,2015,,2446305,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PL,Poland,2016,,2565836,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PL,Poland,2017,,2663926,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PL,Poland,2018,,2768157,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PL,Poland,2019,,2882868,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PL,Poland,2020,,1099730,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PL,Poland,2021,,1658277,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PL,Poland,2022,,1944380,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PL,Poland,2023,,1941137,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PL,Poland,2024,,2113847,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PT,Portugal,2015,,351714,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PT,Portugal,2016,,321219,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PT,Portugal,2017,,382545,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PT,Portugal,2018,,388487,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PT,Portugal,2019,,422698,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PT,Portugal,2020,,121302,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PT,Portugal,2021,,165769,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PT,Portugal,2022,,362907,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PT,Portugal,2023,,487430,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,PT,Portugal,2024,,535222,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,RO,Romania,2015,,236170,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,RO,Romania,2016,,224532,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,RO,Romania,2017,,232524,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,RO,Romania,2018,,272407,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,RO,Romania,2019,,352154,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,RO,Romania,2020,,101337,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,RO,Romania,2021,,200026,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,RO,Romania,2022,,341686,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,RO,Romania,2023,,312294,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,RO,Romania,2024,,511203,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,RS,Serbia,2017,,,,,,C,confidential
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SE,Sweden,2015,,895416,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SE,Sweden,2016,,994398,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SE,Sweden,2017,,988205,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SE,Sweden,2018,,1008689,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SE,Sweden,2019,,788824,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SE,Sweden,2020,,305008,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SE,Sweden,2021,,366101,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SE,Sweden,2022,,856291,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SE,Sweden,2023,,895924,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SE,Sweden,2024,,459336,,u,low reliability,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SI,Slovenia,2015,,603571,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SI,Slovenia,2016,,587530,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SI,Slovenia,2017,,609000,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SI,Slovenia,2018,,615395,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SI,Slovenia,2019,,611933,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SI,Slovenia,2020,,279295,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SI,Slovenia,2021,,279470,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SI,Slovenia,2022,,548930,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SI,Slovenia,2023,,557603,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SI,Slovenia,2024,,551491,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SK,Slovakia,2015,,803399,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SK,Slovakia,2016,,857278,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SK,Slovakia,2017,,761127,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SK,Slovakia,2018,,549529,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SK,Slovakia,2019,,565106,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SK,Slovakia,2020,,256700,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SK,Slovakia,2021,,232689,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SK,Slovakia,2022,,413992,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SK,Slovakia,2023,,534378,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,SK,Slovakia,2024,,602298,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,UK,United Kingdom,2015,,11591300,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,UK,United Kingdom,2016,,10693610,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,NR,Number,UK,United Kingdom,2017,,10757523,,e,estimated,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AL,Albania,2017,,6.39,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AL,Albania,2018,,4.43,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AL,Albania,2019,,4.28,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AL,Albania,2020,,0.6,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AL,Albania,2021,,3.12,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AL,Albania,2022,,4.99,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AT,Austria,2015,,23.44,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AT,Austria,2016,,23.62,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AT,Austria,2017,,22.69,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AT,Austria,2018,,20.6,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AT,Austria,2019,,19.57,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AT,Austria,2020,,10.1,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AT,Austria,2021,,16.69,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AT,Austria,2022,,24.41,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AT,Austria,2023,,25.7,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,AT,Austria,2024,,24.48,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BE,Belgium,2015,,34.34,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BE,Belgium,2016,,36.77,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BE,Belgium,2017,,29.69,,b,break in time series,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BE,Belgium,2018,,29.38,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BE,Belgium,2019,,31.13,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BE,Belgium,2020,,19.07,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BE,Belgium,2021,,20.14,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BE,Belgium,2022,,25.1,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BE,Belgium,2023,,27.68,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BE,Belgium,2024,,30.25,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BG,Bulgaria,2015,,2.24,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BG,Bulgaria,2016,,1.89,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BG,Bulgaria,2017,,2.31,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BG,Bulgaria,2018,,2.35,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BG,Bulgaria,2019,,3.48,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BG,Bulgaria,2020,,0.92,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BG,Bulgaria,2021,,1.13,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BG,Bulgaria,2022,,2.41,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BG,Bulgaria,2023,,2.57,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,BG,Bulgaria,2024,,3.29,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,CH,Switzerland,2015,,34.87,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,CH,Switzerland,2016,,37.9,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,CH,Switzerland,2017,,37.54,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,CH,Switzerland,2018,,37.29,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,CH,Switzerland,2019,,34.2,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,CH,Switzerland,2020,,25.95,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,CH,Switzerland,2021,,23.31,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,CH,Switzerland,2022,,30.1,,,,,
dataflow,ESTAT:TOUR_DEM_TOTOT$DEFAULTVIEW(1.0),Persons participating in tourism for personal purposes by duration of the stay and destination,A,Annual,N_GE1,1 night or over,FOR,Foreign country,PC_POP,Percentage of total population,CH,Switzerland,2023,,34.59,,,,,
